time, theta__error, theta_dot_error
0.385000, 0.000011, -0.000015
0.386000, 0.000011, -0.000015
0.387000, 0.000011, -0.000015
0.388000, 0.000011, -0.000015
0.389000, 0.000011, -0.000015
0.390000, 0.000011, -0.000015
0.391000, 0.000011, -0.000015
0.392000, 0.000011, -0.000015
0.393000, 0.000011, -0.000015
0.394000, 0.000011, -0.000015
0.395000, 0.000011, -0.000015
0.396000, 0.000011, -0.000015
0.397000, 0.000011, -0.000015
0.398000, 0.000011, -0.000015
0.399000, 0.000011, -0.000015
0.400000, 0.000011, -0.000015
0.401000, 0.000011, -0.000015
0.402000, 0.000011, -0.000015
0.403000, 0.000011, -0.000015
0.404000, 0.000011, -0.000015
0.405000, 0.000011, -0.000015
0.406000, 0.000011, -0.000016
0.407000, 0.000011, -0.000016
0.408000, 0.000011, -0.000016
0.409000, 0.000011, -0.000016
0.410000, 0.000011, -0.000016
0.411000, 0.000011, -0.000016
0.412000, 0.000011, -0.000016
0.413000, 0.000011, -0.000016
0.414000, 0.000011, -0.000016
0.415000, 0.000011, -0.000016
0.416000, 0.000010, -0.000016
0.417000, 0.000010, -0.000016
0.418000, 0.000010, -0.000016
0.419000, 0.000010, -0.000016
0.420000, 0.000010, -0.000016
0.421000, 0.000010, -0.000016
0.422000, 0.000010, -0.000016
0.423000, 0.000010, -0.000016
0.424000, 0.000010, -0.000016
0.425000, 0.000010, -0.000016
0.426000, 0.000010, -0.000016
0.427000, 0.000010, -0.000016
0.428000, 0.000010, -0.000016
0.429000, 0.000010, -0.000016
0.430000, 0.000010, -0.000016
0.431000, 0.000010, -0.000016
0.432000, 0.000010, -0.000016
0.433000, 0.000010, -0.000016
0.434000, 0.000010, -0.000016
0.435000, 0.000010, -0.000016
0.436000, 0.000010, -0.000016
0.437000, 0.000010, -0.000016
0.438000, 0.000010, -0.000016
0.439000, 0.000010, -0.000016
0.440000, 0.000010, -0.000016
0.441000, 0.000010, -0.000016
0.442000, 0.000010, -0.000016
0.443000, 0.000010, -0.000016
0.444000, 0.000010, -0.000016
0.445000, 0.000010, -0.000016
0.446000, 0.000010, -0.000016
0.447000, 0.000010, -0.000016
0.448000, 0.000010, -0.000016
0.449000, 0.000010, -0.000016
0.450000, 0.000010, -0.000016
0.451000, 0.000010, -0.000016
0.452000, 0.000010, -0.000016
0.453000, 0.000010, -0.000016
0.454000, 0.000010, -0.000016
0.455000, 0.000010, -0.000016
0.456000, 0.000010, -0.000016
0.457000, 0.000010, -0.000016
0.458000, 0.000010, -0.000016
0.459000, 0.000010, -0.000016
0.460000, 0.000010, -0.000016
0.461000, 0.000010, -0.000016
0.462000, 0.000010, -0.000016
0.463000, 0.000010, -0.000016
0.464000, 0.000010, -0.000016
0.465000, 0.000010, -0.000016
0.466000, 0.000010, -0.000016
0.467000, 0.000010, -0.000016
0.468000, 0.000010, -0.000016
0.469000, 0.000010, -0.000016
0.470000, 0.000010, -0.000016
0.471000, 0.000010, -0.000016
0.472000, 0.000010, -0.000016
0.473000, 0.000010, -0.000016
0.474000, 0.000010, -0.000016
0.475000, 0.000010, -0.000016
0.476000, 0.000010, -0.000016
0.477000, 0.000009, -0.000016
0.478000, 0.000009, -0.000016
0.479000, 0.000009, -0.000016
0.480000, 0.000009, -0.000016
0.481000, 0.000009, -0.000016
0.482000, 0.000009, -0.000016
0.483000, 0.000009, -0.000016
0.484000, 0.000009, -0.000016
0.485000, 0.000009, -0.000016
0.486000, 0.000009, -0.000016
0.487000, 0.000009, -0.000016
0.488000, 0.000009, -0.000016
0.489000, 0.000009, -0.000016
0.490000, 0.000009, -0.000016
0.491000, 0.000009, -0.000016
0.492000, 0.000009, -0.000016
0.493000, 0.000009, -0.000016
0.494000, 0.000009, -0.000016
0.495000, 0.000009, -0.000016
0.496000, 0.000009, -0.000016
0.497000, 0.000009, -0.000016
0.498000, 0.000009, -0.000016
0.499000, 0.000009, -0.000016
0.500000, 0.000009, -0.000016
0.501000, 0.000009, -0.000016
0.502000, 0.000009, -0.000016
0.503000, 0.000009, -0.000016
0.504000, 0.000009, -0.000016
0.505000, 0.000009, -0.000016
0.506000, 0.000009, -0.000016
0.507000, 0.000009, -0.000016
0.508000, 0.000009, -0.000016
0.509000, 0.000009, -0.000016
0.510000, 0.000009, -0.000016
0.511000, 0.000009, -0.000016
0.512000, 0.000009, -0.000016
0.513000, 0.000009, -0.000016
0.514000, 0.000009, -0.000016
0.515000, 0.000009, -0.000016
0.516000, 0.000009, -0.000016
0.517000, 0.000009, -0.000016
0.518000, 0.000009, -0.000016
0.519000, 0.000009, -0.000016
0.520000, 0.000009, -0.000016
0.521000, 0.000009, -0.000016
0.522000, 0.000009, -0.000016
0.523000, 0.000009, -0.000016
0.524000, 0.000009, -0.000016
0.525000, 0.000009, -0.000016
0.526000, 0.000009, -0.000016
0.527000, 0.000009, -0.000016
0.528000, 0.000009, -0.000016
0.529000, 0.000009, -0.000016
0.530000, 0.000009, -0.000016
0.531000, 0.000009, -0.000016
0.532000, 0.000009, -0.000016
0.533000, 0.000009, -0.000016
0.534000, 0.000009, -0.000016
0.535000, 0.000009, -0.000016
0.536000, 0.000009, -0.000016
0.537000, 0.000009, -0.000016
0.538000, 0.000009, -0.000016
0.539000, 0.000009, -0.000016
0.540000, 0.000009, -0.000016
0.541000, 0.000008, -0.000016
0.542000, 0.000008, -0.000016
0.543000, 0.000008, -0.000016
0.544000, 0.000008, -0.000016
0.545000, 0.000008, -0.000016
0.546000, 0.000008, -0.000016
0.547000, 0.000008, -0.000016
0.548000, 0.000008, -0.000016
0.549000, 0.000008, -0.000016
0.550000, 0.000008, -0.000016
0.551000, 0.000008, -0.000016
0.552000, 0.000008, -0.000016
