time,arm_x_y_error
0.183000,0.000051
0.184000,0.000052
0.185000,0.000052
0.186000,0.000052
0.187000,0.000052
0.188000,0.000052
0.189000,0.000053
0.190000,0.000053
0.191000,0.000053
0.192000,0.000053
0.193000,0.000054
0.194000,0.000054
0.195000,0.000054
0.196000,0.000054
0.197000,0.000054
0.198000,0.000055
0.199000,0.000055
0.200000,0.000055
0.201000,0.000055
0.202000,0.000055
0.203000,0.000056
0.204000,0.000056
0.205000,0.000056
0.206000,0.000056
0.207000,0.000056
0.208000,0.000057
0.209000,0.000057
0.210000,0.000057
0.211000,0.000057
0.212000,0.000057
0.213000,0.000058
0.214000,0.000058
0.215000,0.000058
0.216000,0.000058
0.217000,0.000058
0.218000,0.000059
0.219000,0.000059
0.220000,0.000059
0.221000,0.000059
0.222000,0.000059
0.223000,0.000060
0.224000,0.000060
0.225000,0.000060
0.226000,0.000060
0.227000,0.000060
0.228000,0.000060
0.229000,0.000061
0.230000,0.000061
0.231000,0.000061
0.232000,0.000061
0.233000,0.000061
0.234000,0.000062
0.235000,0.000062
0.236000,0.000062
0.237000,0.000062
0.238000,0.000062
0.239000,0.000062
0.240000,0.000063
0.241000,0.000063
0.242000,0.000063
0.243000,0.000063
0.244000,0.000063
0.245000,0.000063
0.246000,0.000064
0.247000,0.000064
0.248000,0.000064
0.249000,0.000064
0.250000,0.000064
0.251000,0.000064
0.252000,0.000065
0.253000,0.000065
0.254000,0.000065
0.255000,0.000065
0.256000,0.000065
0.257000,0.000065
0.258000,0.000066
0.259000,0.000066
0.260000,0.000066
0.261000,0.000066
0.262000,0.000066
0.263000,0.000066
0.264000,0.000067
0.265000,0.000067
0.266000,0.000067
0.267000,0.000067
0.268000,0.000067
0.269000,0.000067
0.270000,0.000067
0.271000,0.000068
0.272000,0.000068
0.273000,0.000068
0.274000,0.000068
0.275000,0.000068
0.276000,0.000068
0.277000,0.000068
0.278000,0.000069
0.279000,0.000069
0.280000,0.000069
0.281000,0.000069
